index,Score,Score Rank,Percentile,Percentile Rank
AAK1,2.274,11,99.05,1
MLK2,1.9569,16,98.85,2
NEK5,1.3024,38,98.82,3
ANKRD3,1.4308,34,98.79,4
BUB1,3.2747,2,98.76,5
BIKE,1.3701,36,98.72,6
GAK,1.0685,44,98.57,7
PKCB,2.8783,3,98.43,8
PKCZ,2.727,5,98.26,9
PKCG,2.6539,6,97.96,10
NUAK1,2.7691,4,97.84,11
IRAK4,1.5714,26,97.23,12
IRE2,1.5674,27,97.16,13
COT,2.3176,10,97.16,13
PHKG1,1.92,19,96.75,15
NUAK2,2.5941,7,96.75,15
NEK9,1.2104,41,96.68,17
PKCA,2.2679,12,96.68,17
PKCD,2.1828,14,96.45,19
NEK4,0.3431,74,96.42,20
PIM1,3.3366,1,96.25,21
CHK1,2.2065,13,96.13,22
MLK3,1.2485,40,96.1,23
NIK,1.6153,25,96.03,24
PBK,0.9499,48,96.03,24
PKCT,1.869,20,96.02,26
MLK4,1.0839,43,96.0,27
PKCI,1.5186,29,95.42,28
PKCH,1.4705,32,95.21,29
NEK6,1.1834,42,94.76,30
PKN2,1.6363,24,94.42,31
MST4,1.4546,33,94.41,32
RIPK3,0.8503,52,94.18,33
PKCE,1.3332,37,94.12,34
IRE1,0.8023,55,94.11,35
MLK1,0.8118,54,94.04,36
MST1,0.0388,94,93.79,37
NEK1,-0.3266,121,93.72,38
NEK8,-0.1714,110,93.71,39
PRKD2,2.4623,8,93.66,40
IRAK1,0.127,89,93.61,41
MASTL,0.274,80,93.55,42
TSSK4,1.9412,18,93.18,43
MST2,-0.5521,143,92.99,44
CAMK1G,1.397,35,92.75,45
HRI,0.128,88,92.66,46
HASPIN,-0.2383,115,92.62,47
MELK,1.4867,30,92.43,48
LOK,-0.1638,109,92.25,49
PKN1,0.7852,56,91.98,50
PRKD3,1.95,17,91.75,51
TSSK3,1.7619,22,91.67,52
PIM3,1.7292,23,91.42,53
MNK1,0.9835,45,91.34,54
DSTYK,0.9581,46,91.25,55
PIM2,1.5663,28,91.15,56
YSK4,-0.0081,97,90.96,57
CAMK1A,1.2612,39,90.9,58
PHKG2,0.0986,91,90.7,59
PLK4,-0.5596,144,90.46,60
TTK,-1.4928,215,90.25,61
PKR,-0.0853,103,90.11,62
CAMK4,0.8564,51,89.81,63
DRAK1,0.2104,81,89.72,64
NEK7,0.1807,84,89.65,65
NEK2,0.4597,68,89.46,66
NEK3,-0.7428,154,89.13,67
MST3,-0.1285,106,88.92,68
AMPKA1,0.9437,49,88.6,69
ULK2,0.0632,92,88.59,70
NEK11,-0.8283,163,88.59,70
AMPKA2,0.9534,47,88.22,72
MYO3B,-1.6257,225,87.91,73
CHK2,0.4829,67,87.61,74
NDR1,0.6556,60,87.23,75
TSSK1,0.6775,59,87.2,76
DMPK1,-0.4919,137,87.09,77
STK33,-0.6836,149,87.07,78
WNK1,0.6172,62,86.73,79
TNIK,-0.9377,170,86.62,80
MYO3A,-2.1084,250,86.42,81
PERK,-0.5667,145,86.11,82
YSK1,-1.5469,220,85.84,83
CDK10,2.1507,15,85.61,84
TGFBR2,-0.1724,111,85.45,85
WNK3,0.104,90,85.2,86
MRCKB,-0.2027,112,85.15,87
AURC,0.0441,93,85.1,88
WNK2,0.4055,71,85.05,89
HGK,-1.2153,194,85.01,90
TSSK2,0.3964,72,84.94,91
PLK1,0.1586,86,84.91,92
SLK,-1.2393,196,84.34,93
DCAMKL2,0.0013,95,84.15,94
PINK1,0.3337,76,83.98,95
AURB,-0.3882,128,83.92,96
KHS1,-1.2134,193,83.87,97
HPK1,-1.2873,199,83.73,98
KHS2,-1.339,202,83.16,99
MEKK1,-0.8899,166,82.74,100
PKN3,0.748,58,82.66,101
MEKK2,-0.9511,172,82.52,102
CAMK1D,-0.034,100,82.29,103
CDK16,2.4584,9,82.11,104
MAPKAPK3,0.2983,78,81.99,105
ROCK1,-1.3896,207,81.93,106
MRCKA,-0.7608,157,81.14,107
ROCK2,-1.0072,177,81.08,108
WNK4,-0.5054,139,80.81,109
PASK,-0.4748,135,80.66,110
GCK,-1.3713,206,80.44,111
