index,Score,Score Rank,Percentile,Percentile Rank
GAK,3.1503,9,99.89,1
BIKE,3.4195,6,99.75,2
PBK,4.5411,1,99.71,3
MPSK1,3.7825,5,99.52,4
AAK1,2.8826,15,99.42,5
PASK,3.9337,4,98.87,6
TAK1,0.7158,46,98.8,7
DMPK1,3.3402,7,98.52,8
BRAF,0.922,35,98.46,9
PIM2,4.1695,2,98.14,10
LRRK2,0.5494,53,97.84,11
MINK,0.6459,49,97.64,12
HPK1,0.9886,34,97.48,13
SRPK3,4.0699,3,97.45,14
KHS2,1.1539,29,97.25,15
HGK,0.6666,48,97.14,16
PKR,0.7599,42,96.74,17
KHS1,0.7536,43,96.53,18
IRAK1,0.5857,50,96.16,19
TNIK,0.4868,56,95.94,20
CDKL1,3.017,12,95.67,21
TAO2,0.1294,70,95.58,22
PDK1,0.3889,59,95.39,23
PIM1,2.9231,14,95.04,24
ASK1,-0.837,121,94.99,25
MEKK6,-0.9325,126,94.49,26
GCK,0.0898,72,94.13,27
SRPK2,2.9959,13,94.04,28
CDKL2,2.8386,16,93.8,29
LKB1,0.1076,71,93.76,30
MYO3B,-0.7249,113,93.56,31
CLK3,2.5182,19,93.52,32
CRIK,1.3594,23,93.29,33
DAPK3,1.1715,28,93.27,34
RIPK1,0.9126,36,93.24,35
SMMLCK,1.0971,31,93.2,36
ICK,3.0211,11,93.03,37
SRPK1,3.0833,10,92.94,38
VRK2,-0.5741,103,92.88,39
TAO1,-0.9475,129,92.58,40
PIM3,1.8886,20,92.31,41
SBK,2.8321,17,92.17,42
PINK1,1.0868,32,92.17,42
MYO3A,-1.3633,153,91.57,44
NEK1,-0.6427,108,91.56,45
HASPIN,-0.5471,101,91.13,46
HRI,-0.0861,79,90.81,47
NDR1,1.2083,26,90.7,48
CHK2,1.1829,27,90.27,49
WNK4,0.4124,58,90.13,50
MAK,3.1892,8,89.62,51
LATS2,0.8363,38,89.45,52
MOK,2.5698,18,89.24,53
P70S6K,0.7909,39,88.99,54
NIK,0.8544,37,88.65,55
YSK1,-1.2575,147,88.6,56
DAPK1,0.4968,55,88.4,57
MRCKB,0.3866,60,88.4,57
CDKL5,1.8081,21,88.3,59
MEKK1,-0.507,99,88.2,60
CAMKK1,-0.9519,131,88.06,61
ROCK1,-0.4001,91,87.97,62
MEKK3,-0.4631,94,87.94,63
AKT2,1.0176,33,87.32,64
AKT1,0.4672,57,86.55,65
MRCKA,0.0437,73,86.46,66
CAMK1B,1.1051,30,85.63,67
TTK,-2.0863,207,85.62,68
CAMK1D,0.5391,54,85.49,69
MEK5,-0.9994,134,85.31,70
CAMKK2,-1.7433,183,85.27,71
AKT3,-0.1919,84,85.2,72
DAPK2,0.7521,44,84.51,73
ROCK2,-0.5994,106,84.31,74
MYLK4,0.1435,68,84.14,75
WNK1,0.3778,61,84.1,76
SGK1,0.3143,64,83.73,77
CAMLCK,0.7423,45,83.03,78
IRE2,-0.5315,100,82.99,79
MEK1,-0.8474,123,82.78,80
VRK1,-2.057,201,82.77,81
CAMK1G,-0.4476,93,82.65,82
TAO3,-0.5516,102,82.62,83
MEKK2,-0.9513,130,82.52,84
DLK,-0.1588,81,82.3,85
CAMK1A,-0.6675,112,82.07,86
RIPK2,-2.1108,208,80.83,87
LOK,-1.3762,155,80.68,88
IRE1,-0.6616,111,80.36,89
NUAK2,0.1465,67,80.23,90
BUB1,-1.0099,135,79.69,91
ANKRD3,-0.5805,104,78.76,92
DCAMKL1,-0.0328,78,78.75,93
SKMLCK,-0.8777,124,78.32,94
DCAMKL2,-0.6578,110,78.07,95
LATS1,0.3502,63,77.73,96
PKACA,-1.2415,146,77.67,97
CHK1,-0.1756,83,77.57,98
CAMK2D,-0.0164,77,77.52,99
SLK,-1.7939,187,77.5,100
WNK3,-0.4884,97,77.43,101
EEF2K,-1.9693,194,77.21,102
CAMK2A,0.3529,62,77.05,103
CDK10,0.788,41,76.49,104
NEK3,-1.8215,188,76.27,105
NEK4,-1.669,179,75.97,106
P70S6KB,-0.2377,86,75.72,107
CDK4,1.2287,25,75.68,108
IRAK4,-0.9836,132,75.64,109
CLK4,0.5703,52,75.28,110
MST1,-1.7411,181,75.06,111
PRKX,-1.3949,157,74.95,112
HIPK3,1.4994,22,74.84,113
DYRK3,0.7905,40,74.19,114
MAP3K15,-1.9853,195,74.13,115
MSK1,-1.0213,137,74.06,116
PKCE,-1.6424,176,73.8,117
PKACB,-1.325,149,73.58,118
WNK2,-0.4632,95,73.04,119
PKN1,-2.0799,206,73.03,120
