index,Score,Score Rank,Percentile,Percentile Rank
BIKE,0.5938,2,97.67,1
AAK1,0.0384,5,95.03,2
GAK,-0.3607,9,91.56,3
SMG1,0.5791,3,90.78,4
CAMK2G,1.1104,1,90.11,5
MPSK1,0.2712,4,86.4,6
CK2A2,-1.2164,30,77.84,7
CK2A1,-1.4484,39,77.07,8
CAMK2D,-0.2082,6,75.05,9
CAMKK1,-1.8451,59,74.94,10
ATM,-0.5723,12,73.58,11
FAM20C,-1.7781,57,72.41,12
TAK1,-2.6246,92,72.27,13
ATR,-0.2232,8,70.48,14
IRAK1,-1.9628,64,70.28,15
IKKB,-0.4823,10,70.26,16
DSTYK,-0.8599,18,68.09,17
GCN2,-1.4155,37,67.42,18
RIPK1,-1.1717,27,67.03,19
ALK2,-1.2516,31,66.47,20
PIM1,-0.7339,15,66.15,21
CAMK2B,-0.7216,14,65.89,22
PIM2,-1.4748,41,65.27,23
CAMK2A,-0.7505,16,62.97,24
MYLK4,-2.1778,77,62.5,25
IKKA,-1.4131,36,61.7,26
DNAPK,-1.3261,34,60.0,27
CDK2,-1.5413,46,59.82,28
ULK3,-2.732,96,59.59,29
ERK5,-0.2082,6,59.38,30
MEK1,-1.4704,40,58.78,31
GRK1,-0.801,17,58.51,32
PINK1,-1.1855,28,57.34,33
TGFBR1,-0.9972,20,57.31,34
CAMKK2,-3.338,142,57.01,35
WNK1,-1.4353,38,56.75,36
P38B,-1.1695,26,56.44,37
HRI,-2.118,75,54.42,38
SBK,-2.509,86,53.7,39
WNK3,-1.8374,58,53.57,40
PAK6,-3.2545,140,53.45,41
RIPK2,-3.9775,176,53.3,42
PDHK1,-1.1203,24,53.06,43
CDK13,-1.0663,22,52.59,44
CDK9,-1.7097,54,52.54,45
ALK1,-1.1928,29,51.86,46
PLK3,-2.0622,71,50.94,47
CAMK4,-2.7566,98,50.89,48
GRK5,-1.3157,33,50.8,49
PLK2,-2.812,101,50.42,50
ACVR2B,-1.9634,65,49.45,51
MSK1,-2.8444,104,49.44,52
