index,Score,Score Rank,Percentile,Percentile Rank
MEK5,1.9544,13,99.96,1
MEK2,1.7466,17,99.95,2
MEKK2,2.6696,6,99.93,3
MEK1,1.7702,15,99.88,4
MST1,3.4315,1,99.85,5
OSR1,2.7591,5,99.83,6
MST2,2.2993,8,99.71,7
TNIK,3.0176,2,99.71,7
TAO3,2.9137,4,99.68,9
EEF2K,2.9335,3,99.6,10
MINK,2.3997,7,99.57,11
MYO3A,2.2373,10,99.56,12
MYO3B,2.186,11,99.56,12
MEKK3,1.4863,20,99.49,14
HGK,2.2493,9,99.44,15
LRRK2,1.2856,24,99.28,16
CAMKK1,1.4047,21,99.23,17
ZAK,1.7446,18,99.22,18
STLK3,0.3598,53,99.18,19
CAMKK2,1.1456,26,99.16,20
KHS2,2.1761,12,98.86,21
NEK1,1.1024,29,98.82,22
YSK1,1.1112,28,98.72,23
TAO1,0.9107,32,98.52,24
GCK,1.357,22,98.43,25
MLK2,1.7679,16,98.43,25
KHS1,1.6311,19,98.4,27
TAO2,0.9862,30,98.34,28
NEK5,0.9639,31,97.9,29
MEKK6,-0.24,75,97.14,30
MAP3K15,0.3521,54,96.99,31
LOK,0.7412,36,96.67,32
PDK1,0.6407,43,96.54,33
HPK1,0.6431,42,96.52,34
VRK2,-0.1864,74,96.13,35
MPSK1,1.8822,14,96.13,35
SLK,0.4093,49,95.69,37
PLK4,0.3964,50,95.51,38
PBK,0.7388,37,95.46,39
STK33,0.5692,45,95.37,40
ASK1,-0.7993,108,95.16,41
MST3,0.7825,34,95.15,42
MEKK1,0.2044,61,94.98,43
LKB1,0.2083,60,94.44,44
TAK1,-0.6525,99,94.36,45
YANK2,0.6744,41,94.27,46
NEK4,-0.0837,71,94.03,47
MLK4,0.5813,44,94.03,47
BRAF,0.0283,67,93.87,49
PKR,0.2615,57,93.53,50
IRE1,0.6962,39,93.49,51
MLK1,0.6819,40,93.19,52
YSK4,0.2274,59,92.98,53
DLK,0.4698,47,92.79,54
NEK11,-0.4055,84,92.72,55
MLK3,0.3818,51,91.83,56
VRK1,-1.2395,127,91.15,57
TTK,-1.4828,138,90.33,58
NEK8,-0.6067,97,89.92,59
NEK3,-0.726,102,89.28,60
COT,1.3359,23,89.02,61
GAK,-0.7033,101,87.96,62
NIM1,0.1186,64,87.93,63
AAK1,-1.676,146,87.26,64
PKCZ,0.2668,56,86.16,65
ALPHAK3,-1.2886,130,85.09,66
ERK7,0.4386,48,84.88,67
IRE2,-0.4654,89,83.68,68
HASPIN,-1.6058,141,83.55,69
BIKE,-2.1227,172,83.32,70
PERK,-0.8759,113,81.86,71
NEK2,-0.1664,72,81.84,72
NEK6,-0.2979,77,81.12,73
NEK9,-0.2807,76,80.45,74
YANK3,0.1451,62,80.01,75
PKCB,-0.6657,100,79.66,76
PKCA,-0.56,92,79.16,77
ULK2,-0.5807,94,79.04,78
IRAK4,-0.733,103,78.95,79
PKCH,-0.9965,118,77.98,80
ERK5,1.153,25,77.29,81
PKCT,-1.2145,124,77.19,82
ICK,0.0946,66,76.95,83
PKCG,-0.9722,116,76.76,84
NEK7,-0.805,109,76.67,85
PKCI,-1.3116,131,76.26,86
MST4,-0.5709,93,76.05,87
PASK,-0.9785,117,75.58,88
GRK1,-0.0676,70,75.25,89
CHAK2,-0.5958,95,75.04,90
ANKRD3,-0.7743,104,74.5,91
PKCD,-0.5997,96,74.19,92
CDK5,1.1353,27,73.84,93
CDKL5,0.2549,58,72.94,94
ULK1,-1.6843,147,72.67,95
CDK6,0.7203,38,72.15,96
MASTL,-0.8307,111,71.57,97
MAK,0.3394,55,71.24,98
CDKL1,0.1413,63,71.2,99
SRPK2,-0.3885,83,70.3,100
CDK3,-0.3415,80,70.07,101
CDK1,0.8956,33,69.92,102
PIM3,-0.3303,78,69.46,103
BUB1,-1.935,157,69.43,104
CHAK1,-1.4011,132,69.04,105
CDK4,-0.0036,68,68.95,106
CDKL2,-0.4704,90,68.87,107
PKCE,-2.0954,171,68.8,108
SRPK3,-0.4515,88,68.8,108
P38B,0.7601,35,67.46,110
DRAK1,-1.2637,129,67.32,111
QIK,-1.6459,144,66.96,112
CDK13,0.3599,52,66.8,113
ERK1,0.0975,65,65.72,114
PRP4,-0.4406,87,65.71,115
PINK1,-0.7937,107,65.14,116
MOK,-0.4135,86,64.85,117
MTOR,-0.0454,69,64.74,118
ERK2,-0.4103,85,64.53,119
TLK2,-1.2539,128,64.07,120
CDK12,-0.6435,98,63.88,121
NDR1,-1.4122,133,63.87,122
NIK,-0.3506,82,63.58,123
DCAMKL1,-1.2302,125,63.5,124
PIM2,-1.628,143,63.07,125
P38A,-0.1667,73,61.34,126
WNK4,-1.7864,151,61.31,127
P38G,-1.0571,120,60.95,128
CDK9,-1.0228,119,60.62,129
CDK18,-0.9157,115,60.44,130
HUNK,-1.6656,145,60.08,131
BMPR1B,-1.1738,123,59.46,132
CDK2,-1.6034,140,59.3,133
ROCK2,-2.9429,203,59.15,134
CDK16,-1.623,142,58.84,135
JNK3,-0.8053,110,58.49,136
CDK17,-1.7969,152,57.93,137
QSK,-2.3788,179,57.39,138
DCAMKL2,-2.0852,169,57.02,139
MARK4,-1.7641,150,56.32,140
SGK1,-2.8379,198,55.59,141
TSSK2,-1.83,153,55.53,142
PKN2,-2.0903,170,55.47,143
MARK2,-2.7499,194,55.35,144
SGK3,-2.2451,175,55.33,145
SRPK1,-0.9061,114,55.31,146
WNK2,-1.429,136,55.11,147
GSK3A,0.5111,46,54.89,148
GCN2,-2.0718,167,54.49,149
AKT1,-3.0412,208,53.8,150
RIPK2,-3.9995,252,52.94,151
JNK2,-1.2326,126,52.79,152
PKN3,-0.7827,105,52.76,153
HRI,-2.2246,174,51.94,154
DMPK1,-3.9603,251,51.83,155
AKT3,-4.0181,253,51.68,156
DAPK3,-3.1765,218,51.33,157
SSTK,-3.3343,222,51.31,158
IRAK1,-3.1718,217,50.91,159
IKKA,-1.9932,162,50.27,160
SNRK,-3.8403,245,49.7,161
DSTYK,-1.8725,155,49.67,162
ROCK1,-4.3856,265,48.95,163
MNK1,-3.0104,206,48.65,164
CK2A1,-4.2417,258,48.47,165
BCKDK,-2.5305,184,48.17,166
GRK5,-1.4227,134,48.12,167
CDK14,-2.0397,164,47.76,168
CLK3,-1.1528,122,47.46,169
FAM20C,-3.7015,240,47.13,170
PKACG,-2.9707,204,46.81,171
TSSK1,-2.5261,183,46.81,171
CK2A2,-4.2691,261,46.76,173
TSSK4,-2.0493,165,46.7,174
BMPR2,-0.4898,91,46.56,175
MARK1,-3.547,232,46.25,176
MRCKB,-3.8506,247,45.87,177
RSK4,-2.9341,202,45.05,178
ALK1,-1.4273,135,44.64,179
PKACA,-4.4443,267,44.61,180
CDK10,-3.1076,214,43.77,181
MARK3,-3.7017,241,43.17,182
BMPR1A,-3.0435,209,42.93,183
PIM1,-1.9796,160,42.89,184
AMPKA1,-2.4718,182,42.75,185
AKT2,-3.1245,216,42.3,186
PRPK,-0.3382,79,40.82,187
PHKG2,-5.1149,285,40.47,188
PKACB,-4.0342,254,40.15,189
CHK1,-2.3646,178,39.88,190
NLK,-0.7834,106,39.5,191
ATR,-0.8495,112,39.39,192
PKN1,-4.8144,277,39.29,193
TTBK2,-2.7034,191,39.08,194
IKKB,-2.0778,168,38.9,195
P38D,-2.7737,196,38.86,196
CK1D,-3.0661,212,38.59,197
CRIK,-4.941,279,38.4,198
HIPK1,-2.0315,163,38.06,199
AMPKA2,-3.0655,211,37.59,200
RIPK1,-2.7598,195,37.31,201
ACVR2B,-2.4621,181,37.18,202
PAK1,-3.2272,221,36.55,203
RAF1,-1.6894,148,35.7,204
PAK2,-3.4967,230,35.62,205
PLK1,-2.6323,186,35.25,206
MELK,-3.5891,235,35.09,207
NDR2,-2.8464,199,35.01,208
GRK4,-2.0679,166,34.88,209
HIPK3,-2.4226,180,34.46,210
TSSK3,-4.5098,269,34.22,211
ALK2,-2.7343,193,33.93,212
PAK3,-3.5896,236,33.61,213
SIK,-4.2529,259,33.05,214
MRCKA,-4.6188,272,32.81,215
GRK3,-1.9803,161,32.76,216
PKG2,-4.4834,268,32.72,217
CLK2,-2.8858,201,32.26,218
WNK1,-2.8524,200,31.93,219
DYRK1B,-3.1068,213,31.52,220
JNK1,-2.7148,192,30.76,221
PHKG1,-4.3679,264,30.67,222
TLK1,-3.6081,237,30.67,222
MNK2,-3.4536,224,30.54,224
HIPK2,-3.5852,234,30.18,225
ACVR2A,-2.6434,188,29.92,226
PRKX,-5.3457,290,29.79,227
AURC,-4.5876,271,29.75,228
IKKE,-2.9741,205,29.64,229
CK1G1,-3.119,215,29.64,229
PDHK1,-1.702,149,29.57,231
GSK3B,-0.3456,81,28.87,232
BRSK2,-4.9616,281,28.37,233
DAPK1,-4.3002,262,27.64,234
NUAK2,-2.8201,197,27.07,235
RIPK3,-3.8453,246,26.9,236
DYRK3,-3.9537,250,26.04,237
MSK2,-3.9472,249,25.45,238
ULK3,-5.0262,284,25.14,239
RSK3,-3.7537,243,25.08,240
PAK5,-6.3537,303,24.75,241
DAPK2,-1.5917,139,24.73,242
