index,Score,Score Rank,Percentile,Percentile Rank
RIPK1,2.5158,3,99.22,1
TSSK2,2.6766,2,97.51,2
RIPK3,1.5297,7,97.07,3
FAM20C,3.4236,1,95.77,4
CAMK1G,1.871,4,94.48,5
BCKDK,0.4358,29,94.12,6
BUB1,0.8836,16,92.94,7
ATM,1.079,15,92.12,8
SKMLCK,1.229,12,91.26,9
SSTK,0.6943,22,90.91,10
CAMK1D,1.6037,6,90.23,11
SMMLCK,0.48,26,89.75,12
IRAK1,-0.4018,61,89.64,13
PDHK4,0.278,37,89.1,14
WNK1,0.8572,18,89.02,15
PRKD3,1.1925,13,88.37,16
TSSK4,1.1484,14,88.33,17
QIK,0.2881,36,88.26,18
TSSK1,0.8062,20,88.15,19
CHK1,0.7365,21,87.52,20
CAMK1A,0.3909,31,87.5,21
PRKD1,1.2697,9,87.36,22
MARK1,-0.135,50,86.99,23
CAMK1B,1.2461,11,86.98,24
MYLK4,0.5938,23,86.84,25
WNK4,-0.0034,42,86.48,26
MAPKAPK5,-0.243,52,85.51,27
PRKD2,0.8124,19,85.32,28
NUAK2,0.5103,24,84.18,29
AMPKA1,0.3842,32,84.14,30
MELK,0.1686,41,84.1,31
SIK,-0.2522,53,83.45,32
MAPKAPK3,0.4538,27,83.42,33
YANK2,-0.3509,57,83.4,34
AMPKA2,0.2889,35,83.28,35
WNK3,-0.0761,45,83.07,36
CHK2,-0.5207,65,82.78,37
SBK,0.3117,34,82.46,38
PKR,-0.5998,70,82.25,39
MARK3,-0.8164,80,82.03,40
IRE2,-0.6202,71,81.9,41
CAMK2D,0.329,33,81.7,42
DNAPK,-0.0716,44,81.48,43
TSSK3,-0.1905,51,81.48,43
CAMLCK,0.4402,28,80.62,45
CAMK4,-0.5367,68,80.09,46
NUAK1,-0.7421,75,79.46,47
DAPK3,-1.1652,92,78.46,48
MAPKAPK2,-0.1008,47,77.64,49
BRSK2,-1.3777,99,77.03,50
MNK2,-0.391,60,76.69,51
MARK4,-0.5936,69,76.69,51
MARK2,-1.2008,94,76.49,53
CAMK2B,0.1707,40,76.24,54
YANK3,-0.1027,48,75.58,55
PKN2,-0.7212,73,75.55,56
HIPK4,1.259,10,75.45,57
IRE1,-1.0123,85,75.43,58
CAMK2A,0.2014,39,75.36,59
BRAF,-1.2389,96,75.25,60
CAMK2G,-0.0326,43,75.12,61
DYRK3,0.8604,17,74.95,62
DYRK2,1.6864,5,74.89,63
ANKRD3,-0.7696,78,74.64,64
QSK,-1.12,88,74.4,65
MEKK3,-1.257,97,74.16,66
PAK2,-1.199,93,74.03,67
DYRK4,1.4172,8,73.29,68
MOK,0.4317,30,73.14,69
DMPK1,-2.2937,147,72.96,70
WNK2,-0.5005,64,72.5,71
PKN1,-2.1715,139,72.13,72
MLK3,-1.1239,89,72.12,73
BRSK1,-1.7514,121,71.94,74
CRIK,-2.3265,149,71.88,75
NIK,-0.0897,46,71.0,76
PHKG2,-2.5595,172,70.61,77
MSK2,-1.4543,106,70.45,78
PKG1,-3.524,236,70.34,79
IRAK4,-1.3908,102,70.26,80
DAPK2,-0.3886,59,69.84,81
RAF1,-0.438,62,69.83,82
MST4,-0.9916,83,69.81,83
RSK2,-0.7428,76,69.49,84
MSK1,-1.4642,108,69.27,85
MLK1,-0.993,84,69.25,86
DAPK1,-1.9385,128,69.05,87
ALPHAK3,-2.6887,183,68.21,88
SNRK,-2.6166,176,67.4,89
PAK1,-1.4045,104,67.21,90
MNK1,-1.7194,120,67.04,91
PLK3,-1.1199,87,66.96,92
STK33,-2.2635,141,66.75,93
PDHK1,-0.7529,77,66.49,94
PAK3,-1.5674,112,66.25,95
HRI,-1.5962,113,66.14,96
TLK1,-1.8332,125,64.64,97
HASPIN,-3.0828,208,64.42,98
DYRK1B,0.2383,38,64.26,99
P90RSK,-1.1017,86,63.89,100
RIPK2,-3.3464,225,63.86,101
ROCK1,-3.2634,219,63.7,102
PINK1,-0.8822,82,63.44,103
HIPK1,0.4855,25,63.4,104
ULK3,-2.5048,163,62.97,105
PKCI,-2.3768,154,62.8,106
CLK3,-0.3054,55,62.69,107
COT,-0.129,49,62.69,107
MLK4,-2.2945,148,62.57,109
PKCE,-2.6288,178,62.26,110
DSTYK,-1.2148,95,61.91,111
PKCT,-2.5508,169,61.71,112
HUNK,-1.6046,114,61.43,113
TTK,-4.0071,265,60.5,114
PASK,-2.0548,136,60.23,115
PAK6,-2.7726,188,60.11,116
PAK4,-3.8102,255,60.05,117
PIM2,-1.8377,126,59.91,118
AKT2,-2.1853,140,59.09,119
NIM1,-1.8683,127,58.37,120
P70S6KB,-1.5071,110,58.28,121
NEK1,-2.945,195,58.15,122
SMG1,-1.5435,111,58.06,123
HIPK3,-0.2661,54,58.01,124
SRPK1,-0.7235,74,57.89,125
HIPK2,-0.6794,72,57.79,126
CK1A2,-0.4874,63,57.54,127
PKCH,-2.5521,170,57.08,128
MRCKB,-3.1412,212,56.88,129
P70S6K,-2.946,196,56.83,130
AURB,-2.9429,193,56.36,131
CDKL1,-0.5321,66,56.23,132
PIM1,-1.3145,98,56.18,133
PAK5,-3.8847,259,56.17,134
PKACA,-3.679,245,55.57,135
SRPK2,-1.4863,109,55.35,136
PLK2,-2.4857,160,55.3,137
CDKL2,-1.383,100,54.95,138
NDR1,-1.9601,130,54.91,139
MPSK1,-1.9894,133,54.6,140
AKT1,-3.0129,201,54.23,141
PKACG,-2.5031,162,54.13,142
NEK3,-3.2529,218,53.34,143
PKCB,-2.6431,179,52.97,144
PRKX,-3.5887,240,52.91,145
MYO3B,-4.3449,280,52.76,146
CDK16,-2.3493,152,52.1,147
ROCK2,-3.435,229,52.01,148
VRK2,-2.349,151,51.81,149
AKT3,-4.0224,266,51.61,150
SGK1,-3.1208,210,51.33,151
PKG2,-3.2176,216,51.28,152
PKACB,-3.2913,222,51.11,153
PHKG1,-2.9469,197,50.74,154
MRCKA,-3.5129,234,50.62,155
MINK,-3.6377,243,50.24,156
RSK3,-2.3858,155,49.36,157
GRK4,-1.4573,107,49.26,158
CK1G2,-2.0307,134,48.93,159
RSK4,-2.7185,186,48.72,160
BIKE,-4.4382,284,48.58,161
MEKK6,-4.3848,282,48.31,162
PKCD,-2.1398,137,48.21,163
GRK5,-1.4226,105,48.12,164
CAMKK2,-3.739,249,48.12,164
PKCZ,-2.505,164,47.98,166
ICK,-2.9735,199,47.51,167
DCAMKL2,-2.5763,175,47.44,168
PKCG,-3.0801,207,47.07,169
TTBK1,-3.6842,246,46.32,170
GRK6,-1.3877,101,45.87,171
MEK5,-2.3392,150,45.55,172
PERK,-2.6196,177,45.52,173
DYRK1A,-1.7943,122,45.52,173
NEK4,-3.4389,230,45.38,175
CDK18,-2.4607,159,45.27,176
CDK14,-2.2708,142,45.23,177
PKCA,-2.9469,197,45.02,178
SRPK3,-1.9807,132,44.89,179
IKKA,-2.2736,144,44.73,180
PLK1,-2.1635,138,44.71,181
MOS,-0.5321,66,44.47,182
NEK5,-2.6858,182,43.88,183
PKN3,-1.143,90,43.79,184
AAK1,-5.4025,302,43.59,185
DCAMKL1,-2.4237,158,43.31,186
MAK,-2.6662,181,43.15,187
HPK1,-3.7422,250,42.79,188
LRRK2,-3.3224,223,42.7,189
CAMKK1,-3.4449,232,42.5,190
MYO3A,-5.2431,300,42.23,191
ATR,-0.8144,79,41.27,192
CDK17,-3.1458,213,40.61,193
PRPK,-0.3426,56,40.48,194
DRAK1,-2.3987,156,40.45,195
MST3,-3.0452,203,40.3,196
LATS2,-2.8931,190,40.29,197
ZAK,-3.1582,214,39.74,198
CDKL5,-1.8032,123,39.39,199
CK2A1,-4.7888,294,39.22,200
PBK,-4.969,297,37.99,201
LKB1,-3.1718,215,37.87,202
ULK2,-2.7009,184,37.44,203
