Score,Score Rank,Percentile,Percentile Rank
4.4989,1,99.86,1
3.4401,3,99.64,2
4.05,2,99.31,3
2.0198,5,98.81,4
2.9057,4,98.07,5
-0.4506,71,95.92,6
1.0648,12,95.54,7
0.8131,16,94.05,8
0.1978,40,93.29,9
0.8262,15,92.08,10
-0.7057,88,91.51,11
0.1745,43,91.08,12
1.1373,10,90.92,13
0.3435,30,90.78,14
0.5878,26,90.55,15
0.3659,29,89.75,16
0.712,21,88.52,17
0.8496,13,88.45,18
0.2761,33,87.98,19
-0.1616,57,87.01,20
-1.0889,114,86.44,21
-0.5927,77,86.12,22
-0.168,58,85.71,23
0.6078,24,85.66,24
-0.2504,61,84.86,25
0.8325,14,84.24,26
-0.0263,49,83.71,27
-0.1405,55,83.7,28
-0.3472,65,83.4,29
0.4201,27,83.27,30
-0.0724,51,83.21,31
0.2844,32,82.07,32
-0.1833,60,81.91,33
-0.7652,93,81.87,34
1.4544,7,81.46,35
-1.6075,147,81.04,36
-0.7471,91,80.95,37
-0.6226,82,80.87,38
0.2367,34,80.71,39
-0.1583,56,80.43,40
0.0034,48,80.1,41
-0.5725,75,79.95,42
0.2066,38,79.91,43
-0.3927,66,79.49,44
-0.6989,87,79.45,45
-0.6187,81,79.38,46
0.2197,37,79.12,47
-0.5063,72,79.01,48
-0.3099,63,78.99,49
-1.6489,151,78.89,50
0.1873,41,78.55,51
0.6768,23,78.41,52
0.6935,22,78.32,53
-0.9361,102,77.8,54
-1.0407,108,77.77,55
-0.6097,80,77.68,56
0.2062,39,77.55,57
0.0848,45,77.46,58
0.3793,28,77.03,59
-0.8463,98,75.99,60
-0.2899,62,75.98,61
-0.036,50,75.61,62
0.7987,17,75.24,63
-1.0651,112,74.59,64
-0.1764,59,74.57,65
-0.7535,92,74.43,66
-1.3842,134,74.3,67
-2.0021,165,73.88,68
-0.4087,67,73.82,69
-1.0721,113,73.8,70
1.6994,6,73.78,71
-0.0961,53,73.34,72
-1.3388,133,72.82,73
-2.3729,197,72.82,73
-1.0538,110,72.38,75
-1.3281,132,72.25,76
-1.2076,122,72.16,77
-0.7211,90,71.98,78
-0.8193,97,71.36,79
-0.7948,95,71.32,80
0.7317,19,71.26,81
-1.1282,117,71.19,82
1.1971,9,71.14,83
-0.5434,74,70.97,84
-1.1503,118,70.85,85
0.599,25,70.41,86
0.2235,36,70.32,87
0.7841,18,70.3,88
-0.6009,79,70.04,89
0.2287,35,69.86,90
-1.7007,153,69.83,91
-0.8069,96,69.82,92
-2.4437,203,69.81,93
-1.0171,106,69.75,94
-0.4291,68,69.61,95
-1.0448,109,69.24,96
1.1093,11,69.2,97
1.1993,8,69.15,98
-1.6164,149,68.98,99
-1.5716,145,68.95,100
-0.1239,54,68.72,101
-1.846,160,68.67,102
-2.0933,173,68.52,103
-2.1474,175,68.23,104
-0.9828,105,68.2,105
-0.4406,70,67.58,106
0.1024,44,67.5,107
-1.1644,120,67.31,108
-3.6146,260,66.77,109
-1.4359,138,66.53,110
-4.7036,293,66.53,110
-1.5666,144,66.26,112
-1.0255,107,66.2,113
-2.2168,186,65.61,114
0.3003,31,65.6,115
-1.8193,159,65.49,116
-2.2935,190,65.34,117
-2.7713,219,65.27,118
-0.7806,94,65.23,119
-1.6099,148,65.21,120
-1.9895,164,65.17,121
-1.7803,156,64.75,122
-0.6303,83,64.09,123
-0.3467,64,63.88,124
-0.5803,76,63.42,125
-0.4307,69,63.41,126
-3.1203,233,63.37,127
-2.5213,207,63.37,127
-1.8824,162,63.21,129
-0.9698,103,63.16,130
-1.1271,116,63.15,131
-0.5993,78,62.99,132
-2.4963,205,62.98,133
-3.0826,231,62.75,134
-1.2511,126,62.71,135
-1.2985,130,62.71,135
-0.7126,89,62.7,137
-1.4936,140,62.43,138
-2.1792,180,62.33,139
-0.5207,73,61.98,140
-1.7785,155,61.91,141
-2.3752,198,61.88,142
-0.0852,52,61.81,143
-2.7635,217,61.63,144
0.1775,42,61.15,145
-4.5072,290,61.12,146
-1.7333,154,61.03,147
-1.4257,136,60.96,148
-1.1136,115,60.9,149
-0.9067,101,60.52,150
-1.5534,143,60.41,151
-2.529,208,60.29,152
-1.4351,137,60.06,153
-2.8394,223,59.78,154
-3.5551,254,59.52,155
0.7259,20,59.48,156
-2.207,185,59.34,157
-2.5034,206,59.18,158
-2.1621,178,59.15,159
-2.1553,176,59.11,160
-1.6074,146,59.01,161
-1.4145,135,58.89,162
-1.6554,152,58.82,163
-1.154,119,58.78,164
-0.9805,104,58.57,165
-0.6778,86,58.35,166
-2.1783,179,58.3,167
-2.7659,218,58.04,168
-1.2727,129,57.64,169
-1.5464,142,57.61,170
-0.8954,100,57.45,171
-1.8008,158,57.42,172
-2.4024,200,57.42,172
-2.0613,170,57.3,174
-2.009,167,57.23,175
-0.8784,99,57.17,176
-3.5609,255,57.14,177
0.0544,46,56.77,178
-3.3898,250,56.68,179
-0.6551,85,56.58,180
-2.4479,204,56.28,181
-2.92,224,56.0,182
-2.1997,184,55.98,183
-0.6546,84,55.84,184
-3.4582,252,55.75,185
-2.7766,220,55.35,186
-2.1939,183,55.3,187
-2.4352,202,55.15,188
-1.2633,128,54.88,189
-3.2424,240,54.7,190
-4.533,291,54.67,191
-3.7505,265,54.39,192
-1.6417,150,53.88,193
-2.1559,177,53.52,194
-4.1261,275,53.5,195
-3.9695,272,53.41,196
-2.4273,201,53.3,197
-1.2419,125,53.0,198
-2.1417,174,52.89,199
-2.937,226,52.85,200
-3.3154,244,52.83,201
-4.1485,276,52.61,202
-2.3245,194,52.43,203
-3.0391,229,52.4,204
-1.1935,121,52.29,205
-3.5919,259,52.14,206
-2.5775,214,51.74,207
-3.1775,238,51.39,208
-2.2979,192,51.29,209
-2.927,225,51.16,210
-3.1581,236,51.12,211
-2.1903,182,50.58,212
-3.2546,241,50.54,213
-3.7873,268,50.43,214
-4.1521,277,50.38,215
-1.5231,141,50.37,216
-2.0026,166,50.32,217
-4.373,286,50.15,218
-3.1709,237,50.1,219
-2.3103,193,49.96,220
-2.399,199,49.64,221
-4.3471,283,49.49,222
-2.3535,195,49.26,223
-1.3174,131,49.24,224
-1.7835,157,49.16,225
-5.0822,302,48.96,226
-1.8696,161,48.45,227
-3.3086,243,48.09,228
-2.0126,168,48.06,229
-2.8308,222,48.02,230
-2.0161,169,47.64,231
-2.8195,221,47.6,232
-3.5658,256,47.44,233
-2.9692,227,47.33,234
-4.1091,273,47.16,235
-2.074,172,47.12,236
-1.2119,123,47.11,237
-3.7813,267,47.05,238
-3.5785,257,46.94,239
-4.2598,280,46.87,240
-2.3581,196,46.22,241
0.005,47,45.43,242
-2.557,212,44.6,243
-3.2575,242,44.42,244
-3.2018,239,44.25,245
-4.4774,289,43.62,246
-3.3503,248,43.52,247
-2.5952,215,43.27,248
-3.0858,232,43.02,249
-3.7785,266,42.9,250
-1.2597,127,42.82,251
-3.4325,251,42.75,252
-3.8697,269,42.44,253
-4.7599,296,41.07,254
-1.0641,111,40.82,255
-2.5358,209,40.58,256
-3.9125,271,40.51,257
-2.5453,210,40.47,258
-5.106,303,40.33,259
-4.2676,281,40.17,260
-2.1838,181,39.97,261
-1.9747,163,39.35,262
-2.2931,189,39.34,263
-2.548,211,38.38,264
-3.1487,235,38.35,265
-3.5847,258,38.01,266
-3.0674,230,36.74,267
-4.4174,287,36.57,268
-2.2857,188,36.5,269
-2.7144,216,36.5,269
-4.172,278,35.66,271
-5.2693,304,34.48,272
-4.9364,299,34.46,273
-3.3436,247,34.21,274
-1.2324,124,33.75,275
-4.1256,274,33.64,276
-3.465,253,32.36,277
-3.3714,249,32.27,278
-3.0142,228,32.11,279
-4.8731,298,31.76,280
-5.8856,308,31.41,281
-4.7174,294,30.81,282
-3.6533,262,29.51,283
-2.5681,213,29.1,284
-2.2193,187,28.97,285
-4.643,292,28.46,286
-4.7208,295,28.15,287
-4.3597,284,27.91,288
-4.3715,285,27.73,289
-4.8443,297,27.39,290
-3.6189,261,26.81,291
-5.5382,307,26.49,292
-2.0689,171,26.03,293
-3.7419,264,25.79,294
-3.3188,246,25.36,295
-5.2947,305,24.09,296
-3.6733,263,23.93,297
-3.121,234,23.61,298
-1.4885,139,22.46,299
-4.2757,282,21.52,300
-4.9923,301,21.27,301
-3.3181,245,20.97,302
-4.9745,300,19.76,303
-2.2974,191,19.3,304
-5.4433,306,18.64,305
-4.4454,288,16.24,306
-3.91,270,16.0,307
-6.9529,309,15.71,308
-6.9672,310,10.07,309
-4.2452,279,9.51,310
