index,Score,Score Rank,Percentile,Percentile Rank
BCKDK,0.6863,18,95.5,1
LATS1,2.0541,5,93.55,2
RIPK1,0.8697,16,92.93,3
FAM20C,2.1155,4,92.74,4
HIPK4,3.6419,1,92.66,5
LATS2,1.2002,12,91.78,6
PKR,-0.0079,33,90.99,7
PASK,1.0716,13,90.86,8
BUB1,0.1178,27,88.77,9
DYRK2,3.4087,2,88.59,10
PDHK4,0.1112,28,85.2,11
DYRK4,3.0134,3,85.03,12
MAPKAPK3,0.64,19,84.87,13
PRPK,0.25,25,84.33,14
NDR1,0.2775,23,84.24,15
DYRK3,1.8409,7,84.06,16
MAPKAPK5,-0.4686,53,83.83,17
SRPK2,1.0331,15,83.64,18
MAPKAPK2,0.6178,20,83.61,19
DNAPK,0.0936,29,83.37,20
SRPK1,1.4316,10,82.21,21
NDR2,0.4059,21,82.01,22
CLK3,1.0395,14,81.75,23
CAMK1D,-0.1468,40,81.61,24
MOK,1.3577,11,81.26,25
CAMK1G,-0.6526,60,81.07,26
PRKD2,0.1771,26,80.47,27
PAK1,-0.2985,45,80.29,28
WNK2,0.0062,32,80.13,29
PINK1,0.0613,31,80.05,30
ATM,-0.183,41,79.96,31
STK33,-1.4356,103,78.73,32
LKB1,-1.2313,85,78.66,33
ROCK1,-1.81,134,78.66,33
PAK2,-0.8007,66,78.41,35
SKMLCK,-0.8742,70,78.34,36
HIPK2,1.9817,6,77.94,37
TLK1,-1.0333,77,77.93,38
PDHK1,-0.373,49,77.85,39
CAMK1B,0.3578,22,77.37,40
DYRK1B,1.7824,9,76.97,41
SRPK3,0.2547,24,76.79,42
CAMLCK,-0.0087,34,76.68,43
SMMLCK,-1.1269,81,76.56,44
SBK,-0.5485,55,76.49,45
PIM2,-0.5756,57,76.08,46
WNK1,-0.246,43,76.07,47
CAMKK1,-1.7854,133,75.97,48
PBK,-2.1859,155,75.89,49
PRKX,-1.2946,92,75.73,50
HIPK1,1.8107,8,75.68,51
WNK4,-0.8923,71,75.53,52
PKACB,-1.15,83,74.98,53
ROCK2,-1.664,117,74.92,54
CAMKK2,-2.4832,180,74.84,55
MYLK4,-1.1456,82,74.8,56
PRKD3,-0.6461,59,74.74,57
PRKD1,-0.0659,36,74.44,58
CAMK2G,-0.074,37,74.38,59
CAMK2D,-0.2747,44,74.16,60
PAK3,-0.9835,75,74.02,61
CAMK2A,0.0771,30,74.0,62
GCN2,-1.0735,79,73.78,63
PKACG,-1.0529,78,73.42,64
CRIK,-2.1702,153,73.27,65
BRAF,-1.3413,95,73.0,66
P70S6KB,-0.4972,54,72.8,67
SLK,-2.129,150,72.7,68
TSSK4,-0.4213,50,72.59,69
MSK2,-1.287,90,72.51,70
DMPK1,-2.3551,166,72.32,71
WNK3,-0.8203,68,72.1,72
RAF1,-0.3456,47,72.06,73
HASPIN,-2.5961,193,71.89,74
PKG1,-3.3789,261,71.51,75
DAPK3,-1.8944,135,70.98,76
PERK,-1.5094,107,70.39,77
RSK2,-0.6853,61,70.22,78
ATR,-0.2331,42,70.07,79
PKACA,-2.3418,165,70.02,80
TLK2,-0.9693,74,69.36,81
TSSK3,-1.6646,118,68.92,82
MYO3B,-3.3386,257,68.75,83
RIPK3,-1.3803,101,68.7,84
CAMK1A,-2.4635,178,68.32,85
HIPK3,0.7914,17,68.26,86
CAMK2B,-0.5653,56,67.9,87
MSK1,-1.6136,111,67.5,88
AKT2,-1.6253,112,67.05,89
P70S6K,-2.2126,157,66.46,90
DLK,-0.7487,65,66.44,91
MRCKB,-2.4441,174,65.98,92
CLK2,-0.0328,35,65.95,93
MPSK1,-1.3615,99,65.57,94
PLK3,-1.2361,86,65.18,95
IRE2,-1.7733,132,65.16,96
HPK1,-2.5812,190,65.07,97
MST4,-1.2904,91,65.04,98
TSSK2,-1.2591,87,64.36,99
AKT3,-2.9871,235,64.25,100
CHK2,-2.5836,191,64.19,101
VRK2,-2.0246,145,64.04,102
GCK,-2.3643,167,63.89,103
KHS2,-2.8082,212,63.5,104
CAMK4,-1.9643,139,63.41,105
ALPHAK3,-2.9866,234,63.38,106
IRE1,-1.7656,131,63.15,107
NIK,-0.3675,48,63.05,108
BRSK2,-2.5623,188,62.94,109
AMPKA2,-1.4768,106,62.93,110
KIS,-0.7279,64,62.91,111
HRI,-1.7447,129,62.85,112
MELK,-1.7248,128,62.66,113
IRAK1,-2.4483,175,62.64,114
