index,Score,Score Rank,Percentile,Percentile Rank
PINK1,3.9296,2,99.89,1
MLK4,2.5659,6,99.0,2
IRE1,2.3476,9,98.87,3
IRE2,2.3501,8,98.77,4
DSTYK,2.4881,7,98.44,5
ERK7,4.7906,1,98.34,6
MEKK2,0.8954,26,98.32,7
MLK1,1.9733,10,98.15,8
MLK3,1.8996,13,97.9,9
EEF2K,1.1215,20,97.77,10
MEKK3,0.4646,45,96.53,11
PERK,0.678,35,96.14,12
NEK8,0.1965,54,95.81,13
HRI,0.6349,38,95.81,13
GAK,0.1637,56,95.71,15
GCN2,0.6716,36,95.02,16
PKR,0.3298,49,94.08,17
CK1G1,0.8978,25,93.64,18
NEK6,0.9884,22,93.61,19
YSK4,0.1829,55,92.59,20
MYO3B,-0.958,112,92.31,21
BIKE,-0.8766,109,92.08,22
CK1G3,0.9237,24,91.94,23
HGK,-0.491,87,91.71,24
MST2,-0.8348,108,91.13,25
MPSK1,0.7295,32,90.18,26
COT,1.4316,16,90.18,26
KHS2,-0.54,90,90.03,28
TNIK,-0.5643,94,89.91,29
CDK6,3.2121,3,89.28,30
MINK,-1.1002,117,88.8,31
CK1E,0.6006,41,88.39,32
MST1,-0.7249,101,87.95,33
MYO3A,-1.9217,166,87.9,34
GCK,-0.7353,103,87.9,34
ERK5,1.9483,12,87.53,36
CK1A,0.282,50,87.32,37
PKCZ,0.3684,47,87.04,38
TAO2,-0.9619,113,86.83,39
AAK1,-1.7774,155,86.61,40
NEK7,-0.1133,70,86.45,41
NEK9,0.092,62,86.3,42
ANKRD3,-0.1847,75,85.99,43
MEK5,-0.968,114,85.89,44
MLK2,0.0792,63,85.7,45
RAF1,0.3427,48,85.62,46
CDK13,2.8279,4,85.26,47
CDK5,2.6887,5,85.26,47
CK1A2,0.5896,42,84.86,49
MEKK1,-0.7587,105,84.83,50
TAK1,-1.8047,158,84.65,51
CK1G2,-0.0451,68,83.8,52
YSK1,-1.7623,153,83.58,53
OSR1,-1.9568,168,83.52,54
PIM3,0.7375,31,83.42,55
TTK,-2.3245,180,83.39,56
CDK3,1.3924,17,83.38,57
NEK4,-1.1603,120,83.28,58
WNK2,0.251,52,83.27,59
NEK5,-0.7292,102,83.01,60
TAO3,-0.5431,91,82.72,61
NEK2,-0.1027,69,82.7,62
PKCB,-0.3715,82,82.64,63
IKKA,-0.1566,73,82.46,64
IKKB,0.2013,53,81.87,65
PBK,-1.624,145,81.52,66
CDKL1,0.9523,23,80.99,67
PKCH,-0.7155,100,80.89,68
PKCA,-0.4215,84,80.65,69
PKCI,-0.9172,111,80.42,70
CAMKK1,-1.586,143,79.47,71
LRRK2,-1.6519,148,79.46,72
SRPK3,0.528,43,79.34,73
PLK2,-0.5482,92,78.9,74
IRAK4,-0.7441,104,78.78,75
PKCG,-0.8052,106,78.59,76
PKCD,-0.2712,79,78.5,77
KHS1,-1.6835,151,78.35,78
HPK1,-1.724,152,78.32,79
NEK1,-1.7902,156,78.13,80
BMPR1B,0.1262,58,78.1,81
