index,Score,Score Rank,Percentile,Percentile Rank
CDK14,9.1017,8,99.99,1
CLK4,9.4019,3,99.98,2
CLK1,9.2761,5,99.98,2
CLK3,7.556,17,99.96,4
DYRK3,9.249,7,99.94,5
CLK2,10.1113,1,99.93,6
CDK10,8.5349,9,99.92,7
HIPK1,9.3116,4,99.92,7
DYRK1B,9.2525,6,99.92,7
HIPK3,8.4686,10,99.91,10
AURC,7.2066,21,99.82,11
HIPK2,9.4696,2,99.78,12
DYRK1A,8.1114,12,99.76,13
ICK,7.8247,13,99.76,13
PIM2,6.3292,27,99.74,15
MOK,7.824,14,99.74,15
PRKX,7.7922,15,99.71,17
SGK1,7.585,16,99.71,17
CDK7,6.5982,24,99.7,19
AKT2,6.5962,25,99.7,19
PKACB,7.2376,20,99.68,21
SRPK1,7.3103,19,99.63,22
P70S6KB,5.7253,35,99.59,23
MRCKB,5.8109,34,99.58,24
CDKL2,6.0186,33,99.52,25
DMPK1,4.811,52,99.52,25
MAK,8.1854,11,99.45,27
SRPK2,6.4767,26,99.44,28
PIM1,5.4145,39,99.44,28
DYRK4,7.5483,18,99.36,30
AKT3,6.1389,30,99.34,31
CRIK,5.2386,43,99.34,31
PAK5,5.2893,40,99.33,33
CAMLCK,4.0568,71,99.31,34
HASPIN,3.0415,92,99.29,35
AURB,5.4666,37,99.28,36
SMMLCK,3.8316,74,99.28,36
MRCKA,4.9683,48,99.22,38
NIK,2.5035,99,99.22,38
CDK18,7.1689,22,99.21,40
SRPK3,5.6534,36,99.2,41
DYRK2,6.7986,23,99.2,41
PAK4,4.9707,47,99.19,43
PKACG,5.1266,44,99.17,44
ROCK2,4.1569,68,99.13,45
SGK3,5.2438,42,99.11,46
PAK1,4.6111,57,99.08,47
CDKL1,4.366,64,99.07,48
RSK3,5.0037,46,99.05,49
PAK6,4.7174,54,99.04,50
DAPK3,4.0409,72,99.03,51
AKT1,5.2449,41,99.03,51
MYLK4,4.8827,49,99.01,53
NLK,4.0941,69,99.0,54
DAPK2,3.3881,86,98.98,55
PKCI,3.2611,87,98.95,56
PKACA,6.0625,31,98.95,56
DAPK1,4.4486,60,98.91,58
CDK17,6.31,28,98.84,59
ROCK1,3.8187,75,98.82,60
PKG2,4.8533,50,98.82,60
SKMLCK,4.6438,55,98.82,60
CAMK1B,3.5137,83,98.78,63
PBK,2.4983,100,98.67,64
HIPK4,6.0443,32,98.66,65
PAK3,3.8733,73,98.66,65
CDKL5,4.5359,58,98.65,67
MSK2,4.4301,61,98.6,68
RSK4,5.073,45,98.59,69
SBK,5.4509,38,98.56,70
PRKD3,4.53,59,98.56,70
PKG1,4.355,65,98.54,72
CK1A2,2.1215,116,98.54,72
NDR1,3.6482,80,98.49,74
PRKD2,4.3907,63,98.47,75
PKCE,3.2178,89,98.47,75
P70S6K,4.4241,62,98.45,77
CDK16,6.2015,29,98.34,78
PAK2,3.5426,81,98.29,79
RSK2,4.6347,56,98.27,80
P90RSK,4.1807,67,98.09,81
MNK1,3.1006,91,98.0,82
PKCG,2.6066,97,97.87,83
PIM3,3.4018,85,97.75,84
PASK,3.1333,90,97.66,85
CHK2,3.8003,77,97.66,85
MSK1,4.083,70,97.55,87
PKCA,2.4952,101,97.27,88
PKCD,2.3916,104,97.07,89
MST4,2.15,113,97.03,90
AURA,3.4176,84,96.92,91
CDK12,4.8276,51,96.89,92
WNK2,2.1609,112,96.85,93
DCAMKL2,2.2617,109,96.63,94
CDK4,4.7397,53,96.58,95
PKCZ,1.9885,118,96.39,96
PHKG1,1.6994,127,96.09,97
BUB1,1.7438,123,95.98,98
MNK2,2.4611,103,95.94,99
CAMK1G,2.3246,107,95.84,100
NUAK2,2.3363,106,95.83,101
PKCB,1.7151,126,95.69,102
NDR2,2.4829,102,95.64,103
PKN2,1.917,119,95.56,104
PKCT,1.728,124,95.55,105
LOK,0.4176,155,95.46,106
MAPKAPK5,2.1226,115,95.36,107
