index,Score,Score Rank,Percentile,Percentile Rank
EEF2K,3.0952,1,99.69,1
MEK2,-0.0976,49,98.69,2
NEK1,0.9835,12,98.6,3
HRI,1.4171,3,98.44,4
HGK,1.2699,6,98.42,5
TNIK,1.2858,5,98.09,6
PERK,1.186,8,97.93,7
MINK,0.7295,19,97.82,8
MEKK1,0.7351,18,97.57,9
MEK5,0.0824,39,97.42,10
YSK1,0.341,30,97.19,11
MEKK2,0.5045,23,96.97,12
MYO3B,0.204,35,96.91,13
MYO3A,-0.0668,47,96.85,14
LRRK2,0.1731,37,96.52,15
NEK3,0.3625,28,96.46,16
ALK4,2.1722,2,96.37,17
MST2,0.1575,38,96.36,18
MST1,0.5925,21,96.35,19
OSR1,0.0075,42,96.24,20
TTK,-0.2207,54,96.24,20
TLK1,1.0906,10,96.11,22
TAO2,0.2043,34,95.93,23
MEK1,-0.0417,45,95.85,24
KHS2,0.5548,22,95.56,25
BMPR2,0.8175,14,95.31,26
NEK5,0.4254,24,95.26,27
KHS1,0.3949,25,95.21,28
ASK1,-0.8321,77,95.02,29
MEKK6,-0.8802,81,94.78,30
NEK4,-0.0359,44,94.35,31
GCK,0.0394,40,93.85,32
VRK2,-0.4804,64,93.84,33
MAP3K15,-0.4214,60,93.1,34
VRK1,-0.9972,88,92.87,35
TAO1,-0.9793,87,92.39,36
TGFBR2,0.6187,20,92.35,37
HPK1,-0.2948,55,92.14,38
AAK1,-0.8514,78,91.61,39
BIKE,-1.0535,92,90.96,40
TAK1,-1.2122,98,90.74,41
MPSK1,0.7618,15,90.41,42
STLK3,-2.5567,169,90.32,43
ALK1,1.033,11,90.12,44
ZAK,-0.5174,66,89.23,45
TAO3,-0.0492,46,88.88,46
PDK1,-0.4747,63,88.44,47
ACVR2A,0.867,13,88.32,48
MST3,-0.201,53,88.24,49
CAMKK1,-0.9486,84,88.08,50
TGFBR1,1.1264,9,87.71,51
ACVR2B,0.7423,17,87.07,52
BMPR1B,1.1887,7,86.96,53
PKR,-0.3254,56,86.83,54
HASPIN,-1.2507,102,86.69,55
DCAMKL2,0.2445,33,86.08,56
DCAMKL1,0.76,16,85.64,57
SRPK3,1.2875,4,85.61,58
GAK,-0.9156,83,85.53,59
ALK2,0.3609,29,85.31,60
NEK8,-1.0404,91,85.08,61
NEK11,-1.1422,94,84.67,62
DSTYK,0.2574,32,84.37,63
LKB1,-0.8905,82,83.78,64
CAMKK2,-1.9137,135,83.32,65
GRK2,0.3737,27,82.34,66
MEKK3,-0.8274,76,82.33,67
STK33,-1.249,101,80.98,68
BRAF,-0.9516,85,80.91,69
LATS2,-0.1688,51,80.46,70
PBK,-1.8175,130,79.74,71
NEK9,-0.4385,61,77.6,72
NEK2,-0.4675,62,77.55,73
PASK,-0.8706,80,76.79,74
BMPR1A,-0.7418,71,76.43,75
ALK7,0.3061,31,76.15,76
TLK2,-0.6206,68,75.31,77
GRK3,-0.0228,43,75.3,78
NEK6,-0.7876,72,73.84,79
SRPK2,-0.1637,50,72.83,80
PLK4,-2.3185,154,72.75,81
NEK7,-1.0401,90,72.61,82
TTBK2,-0.8148,73,72.45,83
CHAK1,-1.186,96,72.32,84
PINK1,-0.4158,58,72.21,85
DMPK1,-2.4884,166,70.98,86
IRAK4,-1.3827,106,70.38,87
IRE2,-1.4777,111,69.98,88
PKCE,-2.0226,141,69.71,89
CK1G2,-1.0572,93,69.32,90
YANK2,-1.1835,95,69.05,91
YSK4,-1.5497,119,68.96,92
WNK4,-1.3473,104,68.65,93
LOK,-2.239,151,68.54,94
CLK2,0.1762,36,68.14,95
CDK5,0.0324,41,67.6,96
IRE1,-1.5332,116,67.07,97
CHK2,-2.3733,159,66.83,98
PKCH,-1.9037,134,66.48,99
NDR1,-1.246,100,66.41,100
LATS1,-0.4186,59,66.15,101
GCN2,-1.5442,118,64.81,102
CLK3,-0.1958,52,64.64,103
NIK,-0.3289,57,64.29,104
HUNK,-1.493,114,63.83,105
SMMLCK,-2.0357,142,63.76,106
PKCT,-2.4038,161,63.54,107
GSK3B,0.3918,26,63.52,108
PRPK,-0.0674,48,63.25,109
ANKRD3,-1.2341,99,63.18,110
ROCK1,-3.3257,212,62.98,111
CDK6,-0.8246,75,62.85,112
PKCB,-2.0566,143,61.87,113
IRAK1,-2.5042,168,61.76,114
CLK1,-0.8529,79,60.56,115
SLK,-2.8907,186,60.43,116
CHAK2,-1.3453,103,60.36,117
CDK13,-0.508,65,60.33,118
SRPK1,-0.5598,67,60.08,119
CDK2,-1.5289,115,59.95,120
PKCG,-2.2459,152,59.87,121
MASTL,-1.2005,97,59.84,122
PLK1,-1.4394,109,59.31,123
ROCK2,-2.9903,194,58.51,124
NIM1,-1.8671,133,58.38,125
CDK3,-2.6435,173,58.38,125
CLK4,-0.815,74,57.87,127
PHKG2,-3.6984,230,57.84,128
MLK3,-1.8335,131,57.73,129
PHKG1,-2.4906,167,57.73,129
PLK2,-2.3462,157,57.36,131
CDK12,-1.4464,110,56.99,132
PKCI,-2.8129,179,56.87,133
DAPK3,-2.9102,190,56.28,134
MLK4,-2.6372,171,56.25,135
TTBK1,-3.0339,198,55.88,136
PLK3,-1.8386,132,54.96,137
PKCA,-2.3716,158,54.19,138
CDK1,-1.6626,124,54.13,139
PKCZ,-2.1223,147,54.13,139
PKN1,-3.6878,229,54.06,141
MLK1,-1.6901,127,52.87,142
MRCKB,-3.4105,214,52.8,143
CDKL1,-0.6725,69,52.31,144
ULK2,-1.9806,138,52.03,145
CDK9,-1.7614,129,51.78,146
CDK4,-2.1764,148,50.99,147
DNAPK,-1.7162,128,50.75,148
AKT2,-2.6812,174,50.65,149
GRK7,-3.118,204,50.52,150
AKT3,-4.1408,246,50.04,151
PKN2,-2.425,164,49.74,152
CRIK,-4.2258,251,49.05,153
ATR,-0.6824,70,48.33,154
P38G,-2.0862,145,48.18,155
ULK1,-2.9292,192,48.18,155
PRP4,-1.9511,137,47.57,157
MRCKA,-3.7693,234,46.52,158
PKCD,-2.2538,153,46.02,159
ERK7,-2.8935,187,45.52,160
MST4,-2.4348,165,44.98,161
QIK,-3.082,201,44.32,162
PIM2,-2.7299,175,44.31,163
GRK4,-1.677,125,44.21,164
DLK,-1.4055,108,43.97,165
AMPKA1,-2.4215,163,43.63,166
SGK3,-2.998,195,43.54,167
SGK1,-3.5799,223,43.5,168
YANK3,-1.3875,107,43.36,169
RIPK2,-4.5436,261,43.32,170
WNK2,-1.9817,139,43.21,171
CDK10,-3.2187,209,42.58,172
CK1D,-2.8201,180,42.53,173
COT,-1.0319,89,42.51,174
NDR2,-2.3994,160,41.9,175
DAPK1,-3.6332,227,41.3,176
RSK3,-2.8317,181,40.98,177
AKT1,-3.8924,237,40.79,178
CAMK1G,-3.7578,233,40.59,179
PAK4,-5.3058,292,40.5,180
AMPKA2,-2.9092,189,40.09,181
PAK5,-5.1298,285,39.87,182
WNK1,-2.4211,162,39.13,183
SMG1,-1.9306,136,39.0,184
MLK2,-2.0718,144,38.66,185
ICK,-3.8982,238,38.66,185
ULK3,-4.144,247,37.17,187
CK2A2,-4.843,273,37.16,188
CAMK1A,-5.0119,280,36.45,189
MAK,-3.3902,213,36.43,190
P38A,-2.1778,149,35.61,191
PKACA,-5.041,281,35.48,192
ATM,-2.3213,155,34.88,193
CAMK1D,-4.1444,248,34.71,194
CK1G1,-2.8473,182,34.26,195
BUB1,-4.5715,263,34.23,196
RIPK1,-2.9333,193,34.19,197
DAPK2,-1.3724,105,34.18,198
MOK,-3.6267,226,33.6,199
TSSK4,-2.8493,183,33.11,200
MARK4,-2.9155,191,32.94,201
QSK,-3.8653,236,32.66,202
MNK1,-4.1192,244,32.49,203
BCKDK,-3.1963,208,32.2,204
HIPK3,-2.6417,172,32.1,205
CDK16,-3.9908,240,32.05,206
PKG1,-7.0942,310,32.04,207
ERK1,-3.0832,202,31.95,208
CDK19,-3.5729,221,31.29,209
PKACG,-3.9509,239,30.83,210
SIK,-4.4086,257,30.72,211
CK1G3,-2.8095,178,30.59,212
GRK5,-2.1216,146,30.29,213
PAK6,-4.8833,274,30.27,214
SNRK,-5.2123,289,30.04,215
CK2A1,-5.3103,293,29.7,216
CDKL5,-2.3455,156,29.46,217
BRSK2,-4.8898,275,29.41,218
MNK2,-3.5505,219,29.19,219
CK1E,-1.6871,126,29.04,220
CAMLCK,-1.4849,113,28.37,221
MARK3,-4.653,266,27.7,222
CDKL2,-3.0124,196,27.62,223
MTOR,-1.6499,123,27.61,224
CDK8,-3.172,207,27.49,225
RSK2,-3.0765,200,27.18,226
TSSK1,-3.8433,235,26.91,227
PKACB,-4.9532,278,26.65,228
CAMK2D,-3.0225,197,26.64,229
NUAK2,-2.875,185,26.11,230
PKG2,-4.9953,279,25.83,231
MELK,-4.298,255,25.51,232
SSTK,-5.4215,296,25.3,233
RIPK3,-3.9944,241,24.75,234
CDK14,-4.137,245,24.72,235
MARK1,-4.9322,277,24.65,236
FAM20C,-5.3575,295,24.56,237
CDK17,-4.295,254,23.46,238
P90RSK,-3.1514,205,23.39,239
CDK18,-4.2427,252,23.26,240
TSSK2,-4.034,243,23.26,240
CHK1,-3.2869,211,23.22,242
CK1A2,-1.4795,112,22.91,243
P70S6K,-5.1611,287,22.6,244
NLK,-1.6033,121,22.55,245
WNK3,-3.5726,220,22.28,246
MSK2,-4.1484,249,22.09,247
ERK2,-3.4391,215,21.62,248
JNK1,-3.2437,210,21.54,249
GRK6,-2.5738,170,21.24,250
PRKD3,-4.273,253,21.18,251
GSK3A,-0.978,86,20.71,252
NUAK1,-4.6408,265,20.7,253
JNK2,-2.902,188,20.59,254
HIPK1,-3.6102,225,20.58,255
PAK3,-4.5064,259,20.3,256
MARK2,-4.8254,272,20.14,257
RSK4,-4.5737,264,19.62,258
CAMK1B,-1.5842,120,19.56,259
PDHK1,-2.0041,140,19.46,260
SKMLCK,-5.1208,283,19.2,261
JNK3,-2.7601,176,18.83,262
P38D,-4.1719,250,18.48,263
AURA,-5.2701,290,17.87,264
DRAK1,-3.4828,217,17.53,265
P38B,-3.6456,228,17.06,266
PAK1,-4.5088,260,16.95,267
AURC,-5.6181,301,16.71,268
TSSK3,-6.185,306,16.38,269
AURB,-5.5077,297,16.24,270
PRKX,-6.5748,309,16.2,271
PDHK4,-1.6386,122,16.15,272
DYRK1A,-4.0178,242,16.11,273
SBK,-5.3475,294,15.97,274
PIM3,-3.1071,203,15.95,275
MAPKAPK3,-4.6794,270,15.67,276
CAMK4,-5.1248,284,15.38,277
CAMK2A,-3.7348,231,15.35,278
P70S6KB,-3.4467,216,15.01,279
KIS,-4.4278,258,14.87,280
PIM1,-3.514,218,14.19,281
MSK1,-5.1544,286,13.83,282
DYRK3,-5.093,282,13.78,283
PAK2,-4.917,276,13.68,284
CK1A,-3.5741,222,13.0,285
CAMK2B,-4.6628,268,12.86,286
ALPHAK3,-6.0108,305,12.82,287
MAPKAPK5,-5.7146,302,12.67,288
TBK1,-3.5954,224,11.96,289
CDK7,-4.5616,262,11.55,290
BRSK1,-6.1859,307,11.45,291
CAMK2G,-2.2166,150,11.24,292
RAF1,-2.8035,177,11.23,293
MOS,-1.5379,117,11.02,294
HIPK2,-5.6087,299,10.86,295
MYLK4,-5.1824,288,10.42,296
MAPKAPK2,-5.9799,304,9.81,297
CDC7,-3.0549,199,9.65,298
IKKA,-4.6587,267,8.95,299
IKKE,-4.3204,256,8.31,300
PRKD1,-5.2853,291,8.23,301
PKN3,-2.8691,184,8.2,302
HIPK4,-4.7012,271,7.04,303
DYRK2,-4.6668,269,6.89,304
PRKD2,-6.4589,308,6.29,305
DYRK1B,-5.6152,300,6.12,306
GRK1,-3.1651,206,5.63,307
DYRK4,-5.9788,303,3.45,308
IKKB,-5.5473,298,2.74,309
ERK5,-3.7443,232,2.61,310
