index,Score,Score Rank,Percentile,Percentile Rank
MEK1,1.158,13,99.58,1
NEK7,2.1727,4,99.04,2
ATM,3.7104,1,99.04,2
ULK1,1.2447,12,98.76,4
ATR,2.6197,2,98.32,5
ULK2,1.3265,10,98.16,6
TLK1,1.7495,6,98.04,7
DSTYK,2.1094,5,97.51,8
DNAPK,2.5579,3,97.32,9
TLK2,1.7163,8,96.72,10
HUNK,0.915,19,95.72,11
NEK6,1.3244,11,95.45,12
DLK,0.7316,21,95.34,13
BRAF,0.1631,32,94.91,14
MEK2,-1.0866,70,94.87,15
GRK4,1.7425,7,94.15,16
GCN2,0.505,25,93.93,17
SMG1,0.9489,18,93.22,18
PLK1,1.0661,16,92.5,19
TAK1,-1.052,69,91.94,20
PLK2,1.4453,9,91.84,21
NEK9,0.5297,24,91.6,22
ANKRD3,0.2164,29,91.51,23
CAMKK1,-0.62,55,91.2,24
CHAK2,0.6357,23,91.14,25
STLK3,-2.6489,136,89.72,26
CAMK2G,1.0681,14,89.72,26
PLK3,0.7721,20,88.53,28
PDHK1,0.1693,31,88.5,29
RIPK2,-1.331,80,88.43,30
ZAK,-0.6104,53,88.37,31
IKKB,0.6703,22,88.07,32
MLK4,-0.3927,45,87.83,33
GRK5,1.0026,17,87.63,34
MLK1,0.011,36,87.16,35
FAM20C,0.3284,27,87.02,36
GRK6,1.0667,15,86.96,37
NEK2,0.0715,34,85.05,38
BCKDK,-0.6564,58,83.9,39
DRAK1,-0.3342,42,83.61,40
RAF1,0.216,30,83.5,41
PDHK4,0.0393,35,83.35,42
OSR1,-2.025,108,82.79,43
VRK2,-1.2818,78,82.74,44
MEKK3,-0.8178,62,82.51,45
GRK1,0.3092,28,81.84,46
CK2A1,-0.668,59,81.72,47
GRK7,-0.5877,51,80.79,48
STK33,-1.3135,79,80.2,49
MEKK1,-1.0383,67,80.09,50
MLK3,-0.6752,60,80.05,51
ALK2,-0.3677,44,78.59,52
ACVR2B,-0.2073,39,78.58,53
CK2A2,-1.1145,71,78.5,54
IKKA,-0.4393,46,78.38,55
CHAK1,-0.7874,61,77.99,56
BMPR1A,-0.6204,56,77.6,57
ACVR2A,-0.3629,43,77.27,58
MST2,-2.1521,119,75.74,59
CAMK2B,0.1148,33,75.66,60
MLK2,-0.5295,48,75.1,61
COT,0.4603,26,75.04,62
HRI,-1.2156,74,74.14,63
YSK4,-1.2776,77,74.07,64
GRK3,-0.0952,37,74.03,65
CK1A,-0.5519,50,73.14,66
CK1G2,-0.8477,63,72.85,67
EEF2K,-2.3577,128,71.26,68
NEK5,-1.3901,82,71.1,69
TTBK2,-0.9374,65,70.37,70
SNRK,-2.5061,131,68.79,71
NEK8,-2.0331,109,68.74,72
PINK1,-0.6114,54,68.6,73
ALK1,-0.6096,52,68.27,74
P70S6KB,-0.9208,64,67.46,75
GRK2,-0.2343,40,67.17,76
PKN3,-0.1945,38,66.32,77
