index,Score,Score Rank,Percentile,Percentile Rank
CK1A2,2.4343,4,99.25,1
RAF1,1.9278,10,98.69,2
AURA,3.7668,2,97.48,3
AURC,3.8063,1,97.18,4
CK1G3,1.8307,11,96.25,5
AURB,3.081,3,96.2,6
CK1A,1.4345,18,96.18,7
CK1G1,1.3287,21,95.89,8
PAK1,2.3421,7,95.22,9
PAK4,1.673,13,95.04,10
PAK5,1.8122,12,94.92,11
TBK1,1.2204,24,94.49,12
IKKE,1.0778,27,94.27,13
MST4,1.3699,20,93.97,14
LOK,0.1143,73,93.92,15
PRKX,2.4289,5,93.79,16
HPK1,-0.009,78,93.69,17
PKACB,2.3832,6,93.64,18
PAK2,1.5298,16,93.44,19
PKACA,2.0783,8,93.42,20
PAK3,1.6028,14,93.32,21
PKACG,1.9428,9,92.95,22
PAK6,1.288,22,92.74,23
KHS1,-0.2476,88,91.91,24
KHS2,-0.2658,91,91.81,25
ATR,0.6359,41,91.78,26
PDHK1,0.3695,57,91.31,27
CAMLCK,1.5537,15,91.26,28
PKG2,1.2328,23,91.04,29
MRCKB,0.974,30,91.02,30
ROCK1,0.196,64,90.9,31
DNAPK,0.9339,31,90.68,32
MST3,0.0687,75,90.58,33
MRCKA,0.7819,36,90.27,34
ROCK2,0.3714,56,90.0,35
RSK3,1.4401,17,89.99,36
MNK2,1.0566,29,89.63,37
MYLK4,1.0623,28,89.46,38
PKG1,-0.0829,83,89.36,39
WNK2,0.8368,34,89.3,40
SLK,-0.7555,126,88.91,41
CK1G2,0.4054,52,88.22,42
MNK1,0.4376,51,88.19,43
AKT3,0.4522,48,88.17,44
AKT2,1.082,26,87.65,45
MINK,-1.2448,166,87.51,46
CK1E,0.5269,46,87.28,47
SKMLCK,0.3991,54,87.18,48
MSK1,0.8206,35,86.57,49
TNIK,-0.9516,136,86.47,50
CDC7,0.4629,47,86.09,51
PDHK4,0.1426,69,85.99,52
NEK2,0.1481,67,85.99,52
PRKD2,0.914,33,85.96,54
SMG1,-0.3266,96,85.95,55
RSK4,0.7168,38,85.83,56
SGK1,0.6877,39,85.63,57
PRKD3,0.6633,40,85.37,58
DMPK1,-0.7864,128,85.28,59
HGK,-1.2104,160,85.06,60
NEK4,-1.0258,142,84.99,61
P70S6KB,0.7526,37,84.94,62
PKCE,-0.4175,101,84.88,63
AKT1,0.1276,70,84.65,64
CHAK1,-0.253,89,84.53,65
DAPK3,-0.4235,102,84.41,66
SGK3,0.4421,50,84.32,67
NDR1,0.2857,61,84.31,68
DAPK1,-0.1861,86,84.26,69
NIK,0.5354,45,84.13,70
