index,Score,Score Rank,Percentile,Percentile Rank
LKB1,0.8005,1,97.26,1
MEK2,-0.94,41,95.74,2
MINK,-0.047,8,95.46,3
TTK,-0.5832,20,95.05,4
CAMKK2,-0.4839,16,94.71,5
MEKK1,0.0505,6,93.9,6
STLK3,-1.9496,109,93.54,7
NEK1,-0.4673,15,92.83,8
YSK1,-0.7378,33,92.57,9
MYO3A,-1.1977,54,92.55,10
MASTL,0.156,3,92.22,11
TAK1,-1.0187,44,92.16,12
MAP3K15,-0.7508,34,90.44,13
ANKRD3,0.1115,4,90.27,14
MYO3B,-1.3222,63,90.14,15
HGK,-0.696,30,90.14,15
MST2,-1.0043,42,89.8,17
NEK3,-0.666,25,89.79,18
IRAK1,-0.3993,13,89.68,19
NEK4,-0.6813,26,88.93,20
VRK2,-0.9088,40,88.91,21
MST1,-0.6295,24,88.9,22
CAMKK1,-1.0094,43,87.4,23
MEKK6,-1.8908,103,87.36,24
MEK1,-0.6836,27,86.96,25
ASK1,-2.1645,132,85.71,26
ROCK2,-0.6207,23,84.15,27
NEK5,-0.6876,28,83.64,28
TNIK,-1.2229,55,83.54,29
MARK2,-0.5172,17,83.21,30
PBK,-1.439,72,83.08,31
KHS1,-1.3145,62,82.79,32
OSR1,-2.0877,123,82.1,33
LOK,-1.2576,57,82.08,34
HPK1,-1.4352,71,82.0,35
VRK1,-2.14,130,81.62,36
SIK,-0.5232,18,81.34,37
LRRK2,-1.5396,76,81.11,38
CHK1,0.1033,5,80.98,39
SMMLCK,-0.6888,29,80.91,40
MST3,-0.8415,38,80.71,41
AMPKA1,0.0258,7,80.58,42
QSK,-0.5422,19,80.57,43
NEK2,-0.2612,10,80.54,44
SMG1,-0.8478,39,80.22,45
MARK4,-0.3266,12,80.19,46
GCK,-1.4186,69,79.75,47
MARK1,-1.034,45,79.51,48
DAPK2,0.2414,2,79.38,49
GAK,-1.4782,73,79.07,50
QIK,-0.7179,32,78.96,51
ROCK1,-1.8041,97,78.7,52
MEK5,-1.2947,61,78.69,53
DAPK3,-1.1673,50,78.43,54
TAO1,-2.5085,147,78.3,55
IRAK4,-0.8039,37,77.99,56
STK33,-1.5029,74,77.83,57
PDK1,-1.2653,58,77.5,58
KHS2,-1.8567,101,77.11,59
MARK3,-1.3251,64,77.07,60
SLK,-1.8477,100,76.72,61
TAO2,-1.661,87,75.94,62
NEK8,-1.6553,86,75.56,63
AMPKA2,-0.5849,21,74.69,64
DMPK1,-2.1165,126,74.67,65
ALK4,-0.4582,14,74.55,66
RIPK2,-2.6634,161,74.12,67
PINK1,-0.3256,11,73.77,68
MLK2,-0.605,22,73.46,69
DAPK1,-1.6061,82,72.69,70
PKR,-1.0484,46,72.67,71
MRCKA,-1.773,95,72.44,72
PKG1,-3.5343,216,70.25,73
SSTK,-1.837,99,69.72,74
CRIK,-2.5795,152,69.43,75
MRCKB,-2.141,131,69.37,76
RIPK3,-1.3437,66,69.36,77
ZAK,-1.902,104,69.19,78
BRSK2,-2.0727,120,69.18,79
MEKK2,-1.6152,83,69.0,80
SKMLCK,-1.8352,98,68.78,81
NUAK1,-1.7116,89,67.9,82
BMPR2,-0.1939,9,67.46,83
HRI,-1.564,77,66.91,84
BRAF,-1.6235,84,66.46,85
HUNK,-1.3804,67,66.14,86
CHAK1,-1.6018,80,65.87,87
WNK4,-1.5935,79,64.51,88
ACVR2B,-1.2491,56,64.26,89
ALK1,-0.7895,36,63.55,90
TSSK1,-1.4286,70,63.53,91
RIPK1,-1.391,68,63.14,92
CAMK1D,-2.1706,134,63.11,93
MELK,-1.7117,90,62.85,94
MLK3,-1.6035,81,62.58,95
BMPR1A,-1.9718,112,61.94,96
