index,Score,Score Rank,Percentile,Percentile Rank
STLK3,0.6574,9,99.38,1
TTK,1.2865,4,99.13,2
MEKK2,0.8727,8,98.23,3
MEK2,-0.4792,54,97.67,4
VRK2,-0.0756,29,96.79,5
TLK1,1.2235,6,96.6,6
PERK,0.6415,11,95.97,7
VRK1,-0.471,53,95.84,8
EEF2K,0.3624,17,95.82,9
OSR1,-0.2205,39,95.47,10
MAP3K15,-0.0908,32,95.09,11
MEK1,-0.1447,35,95.04,12
ASK1,-0.8629,65,94.9,13
TLK2,1.2648,5,94.82,14
ZAK,0.2155,20,94.58,15
MINK,-0.382,46,93.9,16
MEKK1,0.0453,24,93.86,17
MEK5,-0.4661,52,93.2,18
NEK3,-0.2572,40,93.0,19
BMPR2,0.6427,10,92.99,20
MST2,-0.5583,55,92.95,21
ACVR2A,1.6737,2,92.86,22
BRAF,-0.0946,33,92.86,22
PLK1,1.1131,7,92.79,24
HGK,-0.3724,45,92.53,25
ANKRD3,0.2791,18,92.2,26
MEKK6,-1.3466,96,92.0,27
ACVR2B,1.4046,3,91.33,28
CAMKK2,-1.0607,78,91.2,29
BMPR1B,1.8998,1,91.06,30
HRI,-0.0828,30,90.86,31
CAMKK1,-0.6884,58,90.6,32
YSK1,-1.055,77,90.29,33
MEKK3,-0.2799,42,90.18,34
MYO3A,-1.7261,111,89.28,35
YSK4,-0.1821,37,89.24,36
PLK4,-0.7407,61,89.21,37
NEK5,-0.3638,44,88.08,38
TGFBR2,0.0544,23,87.89,39
MARK2,-0.1024,34,86.44,40
TAK1,-1.6809,110,86.14,41
CK1D,0.4558,15,85.85,42
TNIK,-1.0161,72,85.77,43
NEK1,-1.2494,91,85.7,44
ULK1,-0.7961,63,85.67,45
ALK1,0.4862,14,85.51,46
PLK2,0.2785,19,85.43,47
SSTK,-0.1868,38,85.35,48
MST1,-0.9768,70,85.33,49
NEK9,-0.0086,27,84.85,50
ALK4,0.0708,22,84.49,51
NEK4,-1.0783,79,84.3,52
RIPK2,-1.878,124,83.27,53
TGFBR1,0.5703,12,83.13,54
TAO1,-2.1077,139,83.07,55
DSTYK,0.121,21,82.77,56
NEK8,-1.2094,90,82.76,57
BIKE,-2.1883,141,82.76,57
NEK7,-0.4193,48,82.51,59
ALK2,0.0309,26,82.43,60
MARK4,-0.1683,36,82.08,61
MYO3B,-2.2958,149,82.05,62
MLK4,-1.0344,74,81.4,63
PLK3,-0.0575,28,80.8,64
TTBK2,-0.3083,43,80.6,65
BMPR1A,-0.2688,41,80.51,66
HUNK,-0.6157,56,80.15,67
GRK4,0.0392,25,78.68,68
BRSK2,-1.3004,94,77.8,69
ULK2,-0.6588,57,77.63,70
TAO3,-0.9551,68,76.15,71
MLK3,-0.9171,66,75.99,72
MARK3,-1.4287,99,75.95,73
GRK7,-1.1993,89,75.21,74
DLK,-0.4633,51,74.92,75
MARK1,-1.4856,103,74.84,76
PRP4,0.4073,16,74.57,77
STK33,-1.7852,117,73.98,78
KHS1,-2.0208,132,73.8,79
